,year,order,DBCODE,ENTITY,COMPLEX,MEADOW,DATE,WATCH,OBSERVER,PLOT,START,X,MINUTE,CLOUDS,WIND,TEMP,STATUS,NO_INT,PLTSP_CODE,PLTSP_NAME,VISSP_CODE,VISSP_NAME,VECTOR.GUILD,COLLECTION.NUMBER,NOTES,NOTES.1,NOTES.2,NOTES.3,NOTES.4,NOTES.5,NOTES.6,NOTES.7,NOTES.8
592,14,NA,SA026,1,Carpenter,CR,7/3/2014,1,DY,4,1337,NA,3,S,St ,24,0,0,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
593,14,NA,SA026,1,Carpenter,CR,7/3/2014,1,DY,4,1337,NA,4,S,St ,24,0,0,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
596,14,NA,SA026,1,Carpenter,CR,7/3/2014,1,DY,4,1337,NA,6,S,St ,24,0,0,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
597,14,NA,SA026,1,Carpenter,CR,7/3/2014,1,DY,4,1337,NA,7,S,B,24,0,0,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
598,14,NA,SA026,1,Carpenter,CR,7/3/2014,1,DY,4,1337,NA,8,S,St ,24,0,0,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
601,14,NA,SA026,1,Carpenter,CR,7/3/2014,1,DY,4,1337,NA,11,S,St ,24,0,0,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
602,14,NA,SA026,1,Carpenter,CR,7/3/2014,1,DY,4,1337,NA,12,S,B,24,0,0,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
603,14,NA,SA026,1,Carpenter,CR,7/3/2014,1,DY,4,1337,NA,13,S,B,24,0,0,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
604,14,NA,SA026,1,Carpenter,CR,7/3/2014,1,DY,4,1337,NA,14,S,B,24,0,0,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
573,14,NA,SA026,1,Carpenter,CR,7/3/2014,1,DY,5,1421,NA,1,S,St ,24.5,0,0,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
574,14,NA,SA026,1,Carpenter,CR,7/3/2014,1,DY,5,1421,NA,2,S,St ,24.5,0,0,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
576,14,NA,SA026,1,Carpenter,CR,7/3/2014,1,DY,5,1421,NA,4,S,B,24.5,0,0,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
577,14,NA,SA026,1,Carpenter,CR,7/3/2014,1,DY,5,1421,NA,5,S,B,24.5,0,0,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
580,14,NA,SA026,1,Carpenter,CR,7/3/2014,1,DY,5,1421,NA,7,S,B,24.5,0,0,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
581,14,NA,SA026,1,Carpenter,CR,7/3/2014,1,DY,5,1421,NA,8,S,B,24.5,0,0,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
582,14,NA,SA026,1,Carpenter,CR,7/3/2014,1,DY,5,1421,NA,9,S,B,24.5,0,0,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
583,14,NA,SA026,1,Carpenter,CR,7/3/2014,1,DY,5,1421,NA,10,S,B,24.5,0,0,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
584,14,NA,SA026,1,Carpenter,CR,7/3/2014,1,DY,5,1421,NA,11,S,B,24.5,0,0,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
585,14,NA,SA026,1,Carpenter,CR,7/3/2014,1,DY,5,1421,NA,12,S,B,24.5,0,0,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
587,14,NA,SA026,1,Carpenter,CR,7/3/2014,1,DY,5,1421,NA,14,S,B,24.5,0,0,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
588,14,NA,SA026,1,Carpenter,CR,7/3/2014,1,DY,5,1421,NA,15,S,B,24.5,0,0,,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
965,2014,NA,SA026,1,Carpenter,CS,7/9/2014,2,DY,3,1402,NA,1,S,B,31,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
966,2014,NA,SA026,1,Carpenter,CS,7/9/2014,2,DY,3,1402,NA,2,S,B,31,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
967,2014,NA,SA026,1,Carpenter,CS,7/9/2014,2,DY,3,1402,NA,3,S,B,31,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
968,2014,NA,SA026,1,Carpenter,CS,7/9/2014,2,DY,3,1402,NA,4,S,B,31,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
969,2014,NA,SA026,1,Carpenter,CS,7/9/2014,2,DY,3,1402,NA,5,S,B,31,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
970,2014,NA,SA026,1,Carpenter,CS,7/9/2014,2,DY,3,1402,NA,6,S,B,31,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
973,2014,NA,SA026,1,Carpenter,CS,7/9/2014,2,DY,3,1402,NA,9,S,B,31,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
974,2014,NA,SA026,1,Carpenter,CS,7/9/2014,2,DY,3,1402,NA,10,S,B,31,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
975,2014,NA,SA026,1,Carpenter,CS,7/9/2014,2,DY,3,1402,NA,11,S,B,31,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
976,2014,NA,SA026,1,Carpenter,CS,7/9/2014,2,DY,3,1402,NA,12,S,B,31,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
978,2014,NA,SA026,1,Carpenter,CS,7/9/2014,2,DY,3,1402,NA,14,S,B,31,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
979,2014,NA,SA026,1,Carpenter,CS,7/9/2014,2,DY,3,1402,NA,15,S,B,31,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
998,2014,NA,SA026,1,Carpenter,CS,7/9/2014,2,DY,4,1439,NA,1,S,B,30.25,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1000,2014,NA,SA026,1,Carpenter,CS,7/9/2014,2,DY,4,1439,NA,3,S,B,30.25,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1001,2014,NA,SA026,1,Carpenter,CS,7/9/2014,2,DY,4,1439,NA,4,S,B,30.25,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1004,2014,NA,SA026,1,Carpenter,CS,7/9/2014,2,DY,4,1439,NA,6,S,B,30.25,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1005,2014,NA,SA026,1,Carpenter,CS,7/9/2014,2,DY,4,1439,NA,7,S,B,30.25,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1006,2014,NA,SA026,1,Carpenter,CS,7/9/2014,2,DY,4,1439,NA,8,S,B,30.25,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1009,2014,NA,SA026,1,Carpenter,CS,7/9/2014,2,DY,4,1439,NA,11,S,B,30.25,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1010,2014,NA,SA026,1,Carpenter,CS,7/9/2014,2,DY,4,1439,NA,12,S,B,30.25,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1011,2014,NA,SA026,1,Carpenter,CS,7/9/2014,2,DY,4,1439,NA,13,S,B,30.25,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1012,2014,NA,SA026,1,Carpenter,CS,7/9/2014,2,DY,4,1439,NA,14,S,B,30.25,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1224,2014,NA,SA026,1,Frissell,M2,7/25/2014,3,DY,1,1247,NA,1,S,Br,19.5,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1225,2014,NA,SA026,1,Frissell,M2,7/25/2014,3,DY,1,1247,NA,2,S,Br,19.5,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1227,2014,NA,SA026,1,Frissell,M2,7/25/2014,3,DY,1,1247,NA,4,S,Br,19.5,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1228,2014,NA,SA026,1,Frissell,M2,7/25/2014,3,DY,1,1247,NA,5,S,Br,19.5,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1230,2014,NA,SA026,1,Frissell,M2,7/25/2014,3,DY,1,1247,NA,7,S,Br,19.5,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1231,2014,NA,SA026,1,Frissell,M2,7/25/2014,3,DY,1,1247,NA,8,S,Br,19.5,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1232,2014,NA,SA026,1,Frissell,M2,7/25/2014,3,DY,1,1247,NA,9,S,Br,19.5,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1233,2014,NA,SA026,1,Frissell,M2,7/25/2014,3,DY,1,1247,NA,10,S,Br,19.5,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1235,2014,NA,SA026,1,Frissell,M2,7/25/2014,3,DY,1,1247,NA,12,S,Br,19.5,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1236,2014,NA,SA026,1,Frissell,M2,7/25/2014,3,DY,1,1247,NA,13,S,Br,19.5,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1240,2014,NA,SA026,1,Frissell,M2,7/25/2014,3,DY,2,1324,NA,1,S,Br,21,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1241,2014,NA,SA026,1,Frissell,M2,7/25/2014,3,DY,2,1324,NA,2,S,Br,21,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1243,2014,NA,SA026,1,Frissell,M2,7/25/2014,3,DY,2,1324,NA,4,S,Br,21,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1244,2014,NA,SA026,1,Frissell,M2,7/25/2014,3,DY,2,1324,NA,5,S,Br,21,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1249,2014,NA,SA026,1,Frissell,M2,7/25/2014,3,DY,2,1324,NA,10,S,Br,21,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,2014,NA,SA026,1,Frissell,M2,7/25/2014,3,DY,2,1324,NA,11,S,Br,21,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1251,2014,NA,SA026,1,Frissell,M2,7/25/2014,3,DY,2,1324,NA,12,S,Br,21,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1253,2014,NA,SA026,1,Frissell,M2,7/25/2014,3,DY,2,1324,NA,14,S,Br,21,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1254,2014,NA,SA026,1,Frissell,M2,7/25/2014,3,DY,2,1324,NA,15,S,Br,21,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1256,2014,NA,SA026,1,Frissell,M2,7/25/2014,3,DY,3,1356,NA,1,S,Br,22,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1257,2014,NA,SA026,1,Frissell,M2,7/25/2014,3,DY,3,1356,NA,2,S,Br,22,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1259,2014,NA,SA026,1,Frissell,M2,7/25/2014,3,DY,3,1356,NA,4,S,Br,22,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1260,2014,NA,SA026,1,Frissell,M2,7/25/2014,3,DY,3,1356,NA,5,S,Br,22,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1261,2014,NA,SA026,1,Frissell,M2,7/25/2014,3,DY,3,1356,NA,6,S,Br,22,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1262,2014,NA,SA026,1,Frissell,M2,7/25/2014,3,DY,3,1356,NA,7,S,Br,22,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264,2014,NA,SA026,1,Frissell,M2,7/25/2014,3,DY,3,1356,NA,9,S,Br,22,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1265,2014,NA,SA026,1,Frissell,M2,7/25/2014,3,DY,3,1356,NA,10,S,Br,22,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1266,2014,NA,SA026,1,Frissell,M2,7/25/2014,3,DY,3,1356,NA,11,S,Br,22,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1267,2014,NA,SA026,1,Frissell,M2,7/25/2014,3,DY,3,1356,NA,12,S,Br,22,0,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
785,2014,NA,SA026,1,Frissell,M2,7/16/2014,2,DY,4,1431,NA,1,S,B,NA,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1453,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,4,1325,NA,1,PC,St ,27,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
1454,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,4,1325,NA,2,PC,St ,27,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
1456,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,4,1325,NA,4,PC,St ,27,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
1457,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,4,1325,NA,5,PC,St ,27,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
803,2014,NA,SA026,1,Frissell,M2,7/16/2014,2,DY,4,1431,NA,6,S,B,NA,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1458,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,4,1325,NA,6,PC,St ,27,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
1459,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,4,1325,NA,7,PC,St ,27,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
807,2014,NA,SA026,1,Frissell,M2,7/16/2014,2,DY,4,1431,NA,8,S,B,NA,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1461,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,4,1325,NA,9,PC,St ,27,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
1462,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,4,1325,NA,9,PC,St ,27,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
1463,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,4,1325,NA,10,PC,St ,27,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
1464,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,4,1325,NA,11,PC,St ,27,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
823,2014,NA,SA026,1,Frissell,M2,7/16/2014,2,DY,4,1431,NA,12,S,B,NA,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1465,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,4,1325,NA,12,PC,St ,27,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
1466,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,4,1325,NA,13,PC,St ,27,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
829,2014,NA,SA026,1,Frissell,M2,7/16/2014,2,DY,4,1431,NA,14,S,B,NA,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1467,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,4,1325,NA,14,PC,St ,27,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
1436,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,9,1258,NA,1,C,St ,24.5,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
733,2014,NA,SA026,1,Frissell,M2,7/16/2014,2,DY,9,1256,NA,2,S,B,29.5,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1437,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,9,1258,NA,2,C,St ,24.5,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
1438,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,9,1258,NA,3,C,St ,24.5,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
1439,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,9,1258,NA,4,C,St ,24.5,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
737,2014,NA,SA026,1,Frissell,M2,7/16/2014,2,DY,9,1256,NA,5,S,B,29.5,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1440,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,9,1258,NA,5,C,St ,24.5,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
1441,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,9,1258,NA,6,C,St ,24.5,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
743,2014,NA,SA026,1,Frissell,M2,7/16/2014,2,DY,9,1256,NA,7,S,B,29.5,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1442,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,9,1258,NA,7,C,St ,24.5,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
1443,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,9,1258,NA,8,C,St ,24.5,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
745,2014,NA,SA026,1,Frissell,M2,7/16/2014,2,DY,9,1256,NA,9,S,B,29.5,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1444,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,9,1258,NA,9,C,St ,24.5,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
1445,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,9,1258,NA,9,C,St ,24.5,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
1446,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,9,1258,NA,10,C,St ,24.5,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
1447,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,9,1258,NA,11,C,St ,24.5,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
1449,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,9,1258,NA,13,C,St ,24.5,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
753,2014,NA,SA026,1,Frissell,M2,7/16/2014,2,DY,9,1256,NA,14,S,B,29.5,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1451,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,9,1258,NA,15,C,St ,24.5,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
757,2014,NA,SA026,1,Frissell,M2,7/16/2014,2,DY,10,1340,NA,1,S,St,30,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1419,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,10,1222,NA,1,S,St ,27,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
1420,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,10,1222,NA,2,S,St ,27,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
759,2014,NA,SA026,1,Frissell,M2,7/16/2014,2,DY,10,1340,NA,3,S,St,30,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1421,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,10,1222,NA,3,S,St ,27,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
760,2014,NA,SA026,1,Frissell,M2,7/16/2014,2,DY,10,1340,NA,4,S,St,30,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
761,2014,NA,SA026,1,Frissell,M2,7/16/2014,2,DY,10,1340,NA,5,S,St,30,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1424,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,10,1222,NA,6,C,St ,27,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
766,2014,NA,SA026,1,Frissell,M2,7/16/2014,2,DY,10,1340,NA,7,S,St,30,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1425,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,10,1222,NA,7,C,St ,27,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
1426,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,10,1222,NA,8,C,St ,27,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
769,2014,NA,SA026,1,Frissell,M2,7/16/2014,2,DY,10,1340,NA,9,S,St,30,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1427,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,10,1222,NA,9,C,St ,27,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
1428,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,10,1222,NA,9,C,St ,27,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
1429,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,10,1222,NA,10,C,St ,27,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
1430,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,10,1222,NA,11,C,St ,27,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
1431,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,10,1222,NA,12,C,St ,27,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
777,2014,NA,SA026,1,Frissell,M2,7/16/2014,2,DY,10,1340,NA,13,S,St,30,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1432,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,10,1222,NA,13,C,St ,27,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
780,2014,NA,SA026,1,Frissell,M2,7/16/2014,2,DY,10,1340,NA,14,S,St,30,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1434,2014,NA,SA026,1,Frissell,M2,7/29/2014,4,DY,10,1222,NA,15,C,St ,27,0,0,,,,,NA,NA,,Rain,NA,NA,NA,NA,NA,NA,NA
679,2014,NA,SA026,1,Frissell,NE,7/16/2014,2,DY,3,942,NA,1,S,St ,27,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1402,2014,NA,SA026,1,Frissell,NE,7/29/2014,4,DY,3,1116,NA,1,S,St ,31,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
1403,2014,NA,SA026,1,Frissell,NE,7/29/2014,4,DY,3,1116,NA,2,S,St ,31,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
1404,2014,NA,SA026,1,Frissell,NE,7/29/2014,4,DY,3,1116,NA,3,S,St ,31,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
1405,2014,NA,SA026,1,Frissell,NE,7/29/2014,4,DY,3,1116,NA,4,S,St ,31,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
1406,2014,NA,SA026,1,Frissell,NE,7/29/2014,4,DY,3,1116,NA,5,S,St ,31,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
1407,2014,NA,SA026,1,Frissell,NE,7/29/2014,4,DY,3,1116,NA,6,S,St ,31,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
685,2014,NA,SA026,1,Frissell,NE,7/16/2014,2,DY,3,942,NA,7,S,St ,27,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1408,2014,NA,SA026,1,Frissell,NE,7/29/2014,4,DY,3,1116,NA,7,S,St ,31,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
686,2014,NA,SA026,1,Frissell,NE,7/16/2014,2,DY,3,942,NA,8,S,St ,27,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1409,2014,NA,SA026,1,Frissell,NE,7/29/2014,4,DY,3,1116,NA,8,S,St ,31,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
687,2014,NA,SA026,1,Frissell,NE,7/16/2014,2,DY,3,942,NA,9,S,St ,27,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1410,2014,NA,SA026,1,Frissell,NE,7/29/2014,4,DY,3,1116,NA,9,S,St ,31,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
1411,2014,NA,SA026,1,Frissell,NE,7/29/2014,4,DY,3,1116,NA,9,S,St ,31,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
1412,2014,NA,SA026,1,Frissell,NE,7/29/2014,4,DY,3,1116,NA,10,S,St ,31,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
689,2014,NA,SA026,1,Frissell,NE,7/16/2014,2,DY,3,942,NA,11,S,St ,27,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1413,2014,NA,SA026,1,Frissell,NE,7/29/2014,4,DY,3,1116,NA,11,S,St ,31,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
691,2014,NA,SA026,1,Frissell,NE,7/16/2014,2,DY,3,942,NA,13,S,St ,27,0,0,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA
1415,2014,NA,SA026,1,Frissell,NE,7/29/2014,4,DY,3,1116,NA,13,S,St ,31,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
1416,2014,NA,SA026,1,Frissell,NE,7/29/2014,4,DY,3,1116,NA,14,S,St ,31,0,0,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
